ID,Label,Statement,Subject,Speaker,Speaker Job Title,State,Political Party Affiliation,True Count,False Count,Context
9031,false,"Most young Americans right now, theyre not covered by health insurance.",health-care,barack-obama,President,Illinois,democrat,163,150,"a Funnyordie.com ""Between Two Ferns"" interview with Zach Galifianakis"
9695,false,We did not seek an impeachment of President Bush.,"congress,legal-issues",sheila-jackson-lee,congresswoman,Texas,democrat,0,3,a House floor speech
7878,false,Says Democratic Party created the Ku Klux Klan.,"civil-rights,history",stephen-martin,State senator,Virginia,republican,0,2,an interview.
4186,true,"Says Tim Pawlenty said in 2006, The era of small government is over... the government has to be more proactive and more aggressive.","candidates-biography,government-efficiency",michele-bachmann,Congresswoman,Minnesota,republican,4,46,a prepared statement
11019,true,Says his release of 33 years of tax returns is more than any presidential candidate in history.,candidates-biography,jeb-bush,,Florida,republican,24,24,an announcement on his website
6419,true,Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.,"abortion,message-machine-2012,sexuality,women",barack-obama,President,Illinois,democrat,163,150,a campaign ad
7184,true,"One out of every four students fails to earn a high school diploma. In our major cities across America, half of our kids dont graduate.","children,education,poverty",paul-ryan,U.S. Representative,Wisconsin,republican,14,27,a speech
2358,false,"The Richardson-Denish administration gave 50,000 drivers licenses to illegal immigrants in New Mexico.","immigration,message-machine",susana-martinez,Candidate for governor of New Mexico,New Mexico,republican,0,1,a campaign ad
1126,false,"Seniors and the disabled will have to stand in front of Obamas death panel so his bureaucrats can decide, based on a subjective judgment of their level of productivity in society, whether they are worthy of health care.",health-care,sarah-palin,,Alaska,republican,6,34,a message posted on Facebook
12290,true,"Over the past two years, Florida has cut more than $1 billion in taxes.",taxes,rick-scott,Governor,Florida,republican,34,58,a press release
4919,false,Our kids cant openly celebrate Christmas or pray in school.,"education,message-machine-2012,religion",rick-perry,Governor,Texas,republican,23,78,an Iowa TV ad.
7423,true,"Of six Rhode Island tax-credit programs worth about $35 million, three companies got 90 percent of that -- CVS and two companies not even located in the state of Rhode Island.","corporations,debt,deficit,economy,small-business,state-budget,state-finances,taxes",gary-sasse,,Rhode Island,newsmaker,0,0,an appearance on 10 News Conference
4684,true,Says adding toll lanes on I-95 in Broward County improved rush-hour traffic for non-toll lanes from 25 mph to 45 mph.,transportation,rick-scott,Governor,Florida,republican,34,58,a radio show interview
4833,false,"State budget cuts for local schools resulted in nearly 4,000 educator layoffs","education,state-budget",wisconsin-education-association-council,,Wisconsin,organization,0,1,a news release
1044,false,"If you actually took the number of Muslims [sic] Americans, we'd be one of the largest Muslim countries in the world.",religion,barack-obama,President,Illinois,democrat,163,150,interview with Canal Plus Television
7109,false,There is no evidence that poor people abuse drugs more frequently than any other socio-economic group.,"drugs,marijuana,poverty",joseph-joe-deshotel,Attorney,Texas,democrat,0,1,a press release.
7927,false,Says the Obama administration plans to reduce the number of beds devoted to holding individuals violating immigration laws and to release hundreds of dangerous criminals into our communities.,"crime,criminal-justice,immigration",michael-mccaul,congressman,Texas,republican,4,1,U.S. House floor debate.
1801,true,"""Rick Scott's even saying he wants more offshore drilling.""",oil-spill,alex-sink,,Florida,democrat,4,3,email
2846,true,"Because of (U.S. Sen.-elect Ron) Johnsons leadership, Senate Republicans adopted a caucus ban on earmarks.","federal-budget,job-accomplishments",republican-party-wisconsin,,Wisconsin,republican,3,7,a news release
4541,true,"Last year, Korea sold nearly half a million cars in our country. ... The United States, you know how much we sell to them? Six thousand. What kind of deal is that?","economy,trade",marcy-kaptur,Representative from Ohio's Ninth Congressional District,Ohio,democrat,4,2,a speech in the House of Representatives
3164,false,"In the 1980s, The lowest income people had the biggest gains.","economy,history,income,pundits,taxes",steve-moore,,,none,0,2,"HBO's ""Real Time with Bill Maher"""
5862,false,"Says the mayors job is to make sure that if somebody is trying to build a set of water treatment plants to cure us from cryptosporidium we dont have, we dont say yes even if CH2M Hill wants us to.","city-government,government-regulation,message-machine-2012,water",jefferson-smith,state representative,Oregon,democrat,4,2,a debate
7701,true,Says businesses pay roughly 60 percent of taxes in Texas.,"state-budget,taxes",bill-hammond,"CEO, president, Texas Association of Business & Chambers of Commerce",Texas,republican,1,1,"a press conference with Gov. Rick Perry, April 15, 2013"
4849,false,On advancing state money for a Formula One race,state-budget,susan-combs,State comptroller,Texas,republican,0,2,a statement
651,true,"""More than 12,500 service men and women have been discharged on the basis of sexual orientation since the ""Don't Ask, Don't Tell"" policy was implemented, at a cost of over $360 million. Many of those forced out had special skills in high demand, such as translators, engineers, and pilots.""",military,democratic-national-committee,,,none,8,10,its platform
7059,false,Says Romney supported a law that could have made most common forms of birth control illegal.,"abortion,sexuality",florida-democratic-party,,Florida,democrat,5,12,a mailer to voters
3056,true,A record number of Hispanics were elected to the U.S House of Representatives...,"diversity,elections",jeb-bush,,Florida,republican,24,24,an opinion article in the 'Miami Herald'
6284,false,If you have ever visited Nashville or Washington D.C. you will see MANY names and initials carved into ... desks.,government-efficiency,julia-hurley,State representative,Tennessee,republican,0,1,an email to constituents
2841,true,Eliminating earmarks does not reduce spending.,federal-budget,richard-lugar,U.S. Senator,Indiana,republican,1,0,a prepared statement
1185,true,"As a candidate, President Obama declared that everyone deserves access to reproductive health care that includes abortion, and vowed that this 'right' would be at the heart of his health care reform plan if elected president.","abortion,health-care",john-boehner,Speaker of the House of Representatives,Ohio,republican,4,37,a statement from the Minority Leader's office
10178,false,Attorney general candidate Brad Schimel is in cahoots with Wisconsin Right to Life to make abortion a crime in Wisconsin.,"abortion,government-regulation,legal-issues,states",chris-taylor,,,democrat,1,1,an interview
9911,false,Greg Abbott did nothing to pursue reports of the sexual abuse of boys at a West Texas state-run school.,"children,crime,criminal-justice",wendy-davis,state senator,Texas,democrat,12,7,a TV ad
8769,true,Only 3 percent of voters 18 to 34 dont believe that climate change is really happening.,"climate-change,environment,polls,science",chris-murphy,U.S. House of Representatives,Connecticut,democrat,0,0,remarks at a news conference
12457,false,"It was allowed, referring to her email practices.","homeland-security,technology",hillary-clinton,Presidential candidate,New York,democrat,76,76,an interview on ABC
11713,false,We didnt go out and take information from the Hillary Clinton campaign.,elections,bernie-s,U.S. Senator,Vermont,independent,41,30,"an interview on NBC's ""Meet the Press""."
1956,false,"""When George Bush took office, President Clinton, a Democrat, and the Democratic Congress at the time had left an annual budget that was in surplus.""","federal-budget,history",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,7,5,a Senate floor speech
11958,false,"You are three times more likely to be able to get a mortgage if youre a white applicant than if youre black or Hispanic, even if you have the same credentials.","diversity,financial-regulation,housing",hillary-clinton,Presidential candidate,New York,democrat,76,76,an MSNBC-Telemundo town hall
8825,true,Says Alex Sink supported more taxes on water and TV.,taxes,national-republican-congressional-committee,,,republican,5,35,a campaign commercial
8644,false,(U.S. Rep. Jack Kingston) voted to fund (Obamacare).,health-care,paul-broun,Congressman,Georgia,republican,2,13,a video
6417,false,"Under Obamas plan (for welfare), you wouldnt have to work and wouldnt have to train for a job. They just send you your welfare check.","message-machine-2012,welfare",mitt-romney,Former governor,Massachusetts,republican,33,85,a campaign ad
10225,false,Congress Approves Bill Offering Free Cars To Welfare Recipients.,welfare,americannewscom,,,none,0,2,a web post
543,true,"""I've always said it's (offshore drilling) up to the states and I still say that.""",energy,john-mccain,U.S. senator,Arizona,republican,37,78,"Springfield, Mo."
8436,false,"According to a federal report, Obamacare will increase the long-term federal deficit by $6.2 trillion.","deficit,federal-budget,health-care",paul-broun,Congressman,Georgia,republican,2,13,a newspaper op-ed
5473,true,There are a larger number of shark attacks in Florida than there are cases of voter fraud.,"animals,elections",aclu-florida,,Florida,none,1,1,"interview on ""The Colbert Report"""
8476,false,FACT: Nothing in #Obamacare forces people out of their health plans.,health-care,valerie-jarrett,senior adviser to President Barack Obama,Illinois,democrat,0,2,a tweet
4909,true,"The national debt increased $16,000 every secondGeorge Allen served in theU.S. Senate.","deficit,federal-budget",tim-kaine,U.S. Senator,Virginia,democrat,15,11,a debate.
5420,true,"Our small staff of 51 is still fewer than we had a decade ago, yet our caseload -- like that of other courts -- has grown.","criminal-justice,state-finances",carol-hunstein,"Chief Justice, Georgia Supreme Court",Georgia,none,0,0,a speech
2665,true,More Texans have new jobs today than the entire population of Fort Worth.,"economy,jobs",rick-perry,Governor,Texas,republican,23,78,an ad
12418,true,"When I was secretary of state, I had a very high approval rating.","candidates-biography,foreign-policy,polls",hillary-clinton,Presidential candidate,New York,democrat,76,76,"an interview on ""Meet the Press"""
9819,false,"Over the last 40 years, real wage growth has been flatlined because of the policies of the Federal Reserve ... It was all driven by the Federal Reserve.","economy,workers",herman-cain,,Georgia,republican,3,18,comments on Fox News Business
5878,false,The Obama White House recognizes a baby that has not been born for security purposes.,abortion,national-right-life-committee,,,none,0,3,a press release
1776,false,"""McCollum admitted he didn't think that the subprime mortgage crisis was a big deal, telling reporters he thought that the subprime collapse had been exaggerated by the media and investors and that 'it's not the end of the world.' ""","financial-regulation,housing",florida-democratic-party,,Florida,democrat,5,12,a press release.
3274,true,75 percent of the jobs created in the state of Ohio are created in small business. They are not created by huge corporations and those who are very wealthy.,"economy,jobs,small-business",bill-batchelder,State representative,Ohio,republican,1,4,an interview on WCPN 90.3 FM
8777,true,Obama unilaterally announced he was delaying employer mandate through a blog post by a mid-level bureaucrat at the Department of Treasury.,"corrections-and-updates,health-care,legal-issues,taxes",ted-cruz,Senator,Texas,republican,19,77,a speech at a Texas Public Policy Foundation forum
202,false,"""No, I did not (have illegal immigrants working at his mansion).""",immigration,mitt-romney,Former governor,Massachusetts,republican,33,85,"St. Petersburg, Fla."
12502,true,"30,000 Arizonans may have no choice on Affordable Care Act coverage.",health-care,john-mccain,U.S. senator,Arizona,republican,37,78,a campaign advertisement
7014,false,Ann McLane Kuster is for a government takeover of health care more radical than Obamacare. And she supports a $700 billion cut to Medicare for current retirees.,"health-care,medicare",charles-bass,U.S. Representative,New Hampshire,republican,0,5,"an ad “Dancing,” released September 26, 2012."
12624,false,"During the (Benghazi) attack, a stand-down order was given, and our troops were told to change their clothes four times.","foreign-policy,history,military,pundits,terrorism",sean-hannity,Radio/TV host,,none,2,9,comments on his Fox News program
1809,true,"California Republican gubernatorial hopeful Meg Whitman ""contributed to, and campaigned, for"" Democratic Sen. Barbara Boxer.","campaign-finance,candidates-biography,elections,message-machine",steve-poizner,Insurance commissioner and gubernatorial candidate,California,republican,1,1,a campaign commercial
10657,false,EPA wants to regulate the family BBQ.,"environment,food-safety,government-regulation",allen-west,"U.S. representative, Florida District 22",Florida,republican,1,19,a post on his website
1500,true,"In the stimulus, ""$15 million dollars went to 'build a bigger, better airport' for the town of Ouzinkie, Alaska, population 165.""",stimulus,john-boehner,Speaker of the House of Representatives,Ohio,republican,4,37,a press release
2082,true,"Opponent Holly Benson said that Just because youre poor doesnt mean youre unhealthy, it just means you have a lot more time to go running.","candidates-biography,health-care",pam-bondi,,Florida,republican,4,4,a campaign mail piece.
3768,false,Wisconsin is one of the few states in the country that do not currently require a photographic identification to vote.,elections,terry-moulton,"State Senator, District 23",Wisconsin,republican,0,1,letters to constituents
7274,true,Virginia spends less per student today than we did in 2008.,"education,state-budget",david-toscano,House minority leader,Virginia,democrat,0,0,a speech.
12551,true,Says Russ Feingolds campaign is powered by small-dollar contributions like ours.,campaign-finance,bernie-s,U.S. Senator,Vermont,independent,41,30,a fundraising letter
2497,true,Exit polls indicate that Democrats get over 70 percent of LGBT votes in federal elections.,"bipartisanship,elections,gays-and-lesbians",mark-hinkle,Businessman,California,libertarian,0,0,a press release.
593,false,"""He made time to go to the gym, but canceled a visit with wounded troops. Seems the Pentagon wouldn't allow him to bring cameras.""",military,john-mccain,U.S. senator,Arizona,republican,37,78,a TV ad
9865,true,Miller Brewing is not a U.S. company any more. Neither is Anheuser-Busch.,"Alcohol,corporations,taxes",paul-ryan,U.S. Representative,Wisconsin,republican,14,27,a speech
5247,false,The InterLink at T.F. Green Airport is the closest air-rail link in the country.,"infrastructure,transportation",lincoln-chafee,,Rhode Island,democrat,4,8,a news conference
14,true,"""Senator McCain voted against the Bush tax cuts. Now he's for them.""",taxes,mitt-romney,Former governor,Massachusetts,republican,33,85,"Stratham, N.H."
142,true,"Mitt Romney has ""a pro-choice record.""",abortion,log-cabin-republicans,,,none,2,0,
1611,false,"The Iraq war has been ""our longest war.""","history,iraq,military",bob-schieffer,Host of CBS' Face the Nation,"Washington, D.C.",journalist,0,1,comments on CBS's Face the Nation
10587,false,The governor must inform the Senate president about his or her absence from the state.,"government-efficiency,legal-issues",jennifer-horn,"Chairman, New Hampshire Republican Party",New Hampshire,republican,1,2,in a press release
7338,true,Says ending the direct payment farm subsidy program could save up to $28.4 billion over ten years that could be used to reduce the deficit.,"agriculture,federal-budget",earl-blumenauer,U.S. representative,Oregon,democrat,1,1,in a news release
2352,false,By the year 2015 (Medicaid will) take up half our budget.,health-care,pam-bondi,,Florida,republican,4,4,a debate
1932,false,"Blue Cross new $90-million Providence headquarters ""was outfitted with $25 million in decor.""",health-care,bill-lynch,Lawyer,Rhode Island,democrat,0,2,posting on his website
5700,true,Its the first time in the nation this many members have been drawn (by a Legislature) into the same districts where it wasnt a court order.,"elections,redistricting",will-weatherford,State Representative,Florida,republican,3,5,remarks to the press
12934,false,"NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.",trade,donald-trump,President-Elect,New York,republican,37,238,an interview with TV station WJAC
6820,true,"Rhode Islands voter identification law was pushed by a black Democrat in the House, a black Democrat in the Senate. Thats a fact.","elections,pundits",ann-coulter,Columnist and author,New York,republican,0,9,a TV show appearance
13425,false,FBI confirms evidence of huge underground Clinton sex network.,"candidates-biography,children,congress,criminal-justice,history,human-rights,women",conservative-daily-post,,Nevada,organization,0,1,a posting on the Internet
5933,true,Says New Jerseys prison system is 61 percent African-American even though our state is just 13 percent black.,criminal-justice,cory-booker,U.S. senator,New Jersey,democrat,8,4,a speech at an American Federation for Children event
2311,true,Says a highway was closed in El Paso because of bullets flying across the border.,"crime,drugs,homeland-security",greg-abbott,governor,Texas,republican,6,19,an interview
11432,false,"In Milwaukee County, juveniles arrested for car theft get sent immediately home, because under the point system in juvenile court on holding suspects, a stolen car gets zero points.","children,crime,criminal-justice,legal-issues,transportation,urban",edward-flynn,,,none,2,1,a forum
998,true,"About halfway through fiscal year 2009, Washington has run out of money.",federal-budget,john-boehner,Speaker of the House of Representatives,Ohio,republican,4,37,an opinion piece.
1980,false,The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.,"immigration,legal-issues,marijuana",jan-brewer,,Arizona,republican,0,5,a television interview
1000,false,"In the 1970s, the swine flu broke out . . . under another Democrat, President Jimmy Carter.",health-care,michele-bachmann,Congresswoman,Minnesota,republican,4,46,an interview with Pajamas Media.
13323,true,Says Rob Portman said the auto rescue was a lousy deal for Ohio.,"economy,stimulus,workers",ted-strickland,Former Ohio governor,Ohio,democrat,4,9,the Ohio Senate debate
11398,true,Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate.,"abortion,campaign-finance,elections,federal-budget,health-care,women",sean-duffy,Member of the U.S. House,Wisconsin,republican,1,8,a speech
4751,true,"A couple retiring today will pay about $119,000 in lifetime Medicare taxes and receive about $357,000 in lifetime Medicare benefits. ... about 3 bucks in benefits for every dollar in taxes.","deficit,federal-budget,medicare",rob-portman,U.S. senator from Ohio,Ohio,republican,11,9,a congressional hearing
5107,true,"In the past year, Floridians, not government, created almost 135,000 new private sector jobs. We netted more than 120,000 total jobs in the first 11 months of 2011; the third most of any state in the nation.","economy,jobs",rick-scott,Governor,Florida,republican,34,58,his State of the State address
3338,true,Says the high-speed rail project provides short-term jobs.,"jobs,stimulus,transportation",rick-scott,Governor,Florida,republican,34,58,an interview with Fox News.
7637,true,"In Rhode Island, 28 percent of adults released from state prisons are re-incarcerated within a year.","crime,criminal-justice,economy,government-regulation,jobs,legal-issues,privacy,public-safety",ban-the-box-ri,,Rhode Island,organization,0,0,a video posted on YouTube
7222,true,"Says 31 percent of Texas physicians accept all new Medicaid patients, down from 67 percent in 2000.",medicaid,texas-medical-association,,,none,1,0,a Twitter post.
1038,true,"The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.",military,north-korea,,,none,0,0,a released statement
4051,false,"Says that President Obama said, Nobody made these guys go to war. ... Now they whine about bearing the costs of their choice?","military,veterans",chain-email,,,none,5,159,a chain e-mail
1513,false,"The Democratic health care plan is a ""government takeover of our health programs.""",health-care,cw-bill-young,"U.S. Representative, Florida District 10",Florida,republican,0,2,a speech to Pinellas County Republicans.
2637,false,Says Maryellen OShaughnessy accepted campaign cash from indicted politician Jimmy Dimora.,campaign-advertising,ohio-republican-party,,Ohio,republican,1,4,a campaign mailer
1141,true,Nearly 46 million Americans don't have health insurance coverage today.,health-care,barack-obama,President,Illinois,democrat,163,150,a town hall meeting
3403,true,Our average private sector employee pays 23 percent for their health care. Our average city worker in Ohio pays 9 percent.,"jobs,labor,state-budget",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,18,20,an interview on Fox News
9479,false,Says 11 soccer players on the U.S. Mens National Team are immigrants.,"immigration,sports",nancy-pelosi,House Minority Leader,California,democrat,2,13,a tweet
10728,false,"Says Howard Zinn, an anti-American Marxist, wrote the most popular textbook thats taught in our high schools in America.","education,history",rick-santorum,,Pennsylvania,republican,7,33,a speech to the NRA
12213,true,States with the highest gun ownership rates also have the highest suicide rates.,guns,myra-signer,"Executive director, National Alliance on Mental Illness Virginia",Virgiia,organization,0,0,a conference.
7571,true,Says Texas has 11 different felonies you can commit with an oyster.,"crime,criminal-justice,food-safety",scott-henson,"Writer, Grits for Breakfast blog",Texas,none,1,0,an interview.
3622,true,"If we had the same staffing ratio (of officers to residents) as Seattle, wed have 300 more officers in our department.",public-safety,michael-reese,Portland police chief,Oregon,none,0,0,a speech
10772,false,"Minnesotas advantage in economic growth has been having Republicans in charge of at least one part of government for all but two years, while Wisconsin Democrats for many years before 2011 controlled both legislative chambers and the governorship.","economy,history",scott-walker,Milwaukee County Executive,Wisconsin,republican,40,78,an interview
7166,true,Says Texas passed a state Dream Act before any other state.,immigration,juan-hernandez,,Texas,republican,1,0,a Dallas Morning News blog post
5424,false,A Dallas proof-of-insurance ordinance resulted in area tow lots mostly filling with the cars of illegal residents.,immigration,chain-email,,,none,5,159,a chain email.
9795,false,Obamacare prevents (Florida) from regulating insurance.,"florida,health-care,market-regulation",republican-party-florida,,,republican,6,20,a Facebook Q&A with Charlie Crist
13237,true,Says Paul Ryan is still endorsing Trump.,"candidates-biography,elections,campaign-advertising",hillary-clinton,Presidential candidate,New York,democrat,76,76,a tweet
11885,true,"Making public colleges and universities tuition-free, that exists in countries all over the world, used to exist in the United States.","education,history",bernie-s,U.S. Senator,Vermont,independent,41,30,a Democratic debate in New Hampshire
6323,true,The new 21st State Senate district was created in secret for Van Wanggaard. It was drawn within half a block of his house.,elections,john-lehman,"State senator, 21st District",Wisconsin,democrat,0,0,a radio interview
4916,true,Ohios Planned Parenthood operations received millions of taxpayer dollars via federal grants in 2010 and 2011.,abortion,ohio-right-life,,Ohio,none,1,1,a news release
11352,true,No openly gay man has ever been elected to the Georgia Legislature.,"elections,gays-and-lesbians,states",georgia-voice,,,none,0,0,a news story
2998,true,"House Speaker Dean Cannon says that freshmen lawmakers account for one-third of the 120-member House, and that two-thirds of the chamber have two years or less experience.",elections,dean-cannon,state House speaker,Florida,republican,0,1,a newspaper interview
831,true,"Barack Obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit.""",taxes,john-mccain,U.S. senator,Arizona,republican,37,78,"Hershey, Pa."
2672,false,Says Gov. Jim Doyle and the DNR have not put hunters first and mismanaged the deer herd; as a result the deer population has dwindled.,"environment,recreation",scott-walker,Milwaukee County Executive,Wisconsin,republican,40,78,a campaign news release and platform document
4041,true,Creeping defense commitments in (the Middle East) and globally now consume over half the U.S. discretionary budget annually.,"federal-budget,military",marcy-kaptur,Representative from Ohio's Ninth Congressional District,Ohio,democrat,4,2,a speech in the House of Representatives
3670,false,We just fought a Republican budget that ends Medicare as we know it.,medicare,david-cicilline,mayor of Providence,Rhode Island,democrat,4,12,a television interview
11407,false,"In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And thats where they first established relationships with the young Vladimir Putin.","foreign-policy,history",ben-carson,,,republican,2,23,an interview with CNN's Wolf Blitzer
13355,false,"On ISIS, (Michael Bennet) chose the (Washington) insiders over our generals.",terrorism,restoration-pac,,,organization,0,2,A TV ad
365,false,"""Barack Obama loves Che Guevara.""",history,blog-posting,,,none,5,70,blog postings responding to a news video showing the flag.
7849,true,"Says With nearly 75 percent of Americans supportive of the construction of the pipeline, Schrader needs to explain to Oregon families why he voted against this needed project.","climate-change,congress,economy,energy,environment,market-regulation,voting-record",national-republican-congressional-committee,,,republican,5,35,a press release
1440,false,"""President Obama pledged to go through the budget 'line by line,' but on his watch, non-defense spending has spiraled out of control, increasing by 67 percent in the last year alone.""","federal-budget,stimulus",john-boehner,Speaker of the House of Representatives,Ohio,republican,4,37,a live-blog post during the State of the Union address
3783,false,"Deregulation of the states telecommunications industry will create 50,000 jobs in Wisconsin.",jobs,rich-zipperer,"State Senator, District 33",Wisconsin,republican,0,1,interviews and testimony about the bill
10329,true,"A lot of what (Cubas) survival depends on is Venezuelan oil money, which is drying up.",foreign-policy,ana-navarro,CNN contributor,,republican,1,0,"an interview on CNN's ""Anderson Cooper"""
9808,false,Congress is on vacation.,"congress,congressional-rules",barack-obama,President,Illinois,democrat,163,150,a Saturday broadcast address
203,false,"Supported in-state tuition in Arkansas for illegal immigrants ""if you'd sat in our schools from the time you're 5 or 6 years old and you had become an A-plus student,"" among other things.",immigration,mike-huckabee,author,Arkansas,republican,3,21,a debate in St. Petersburg
4003,false,There is a Republican plan to end Medicare.,"health-care,medicare",sherrod-brown,U.S. Senator,Ohio,democrat,8,8,a campaign fund-raising letter
6498,false,"Days after the (Osama bin Laden) raid, Hollywood was invited into the White House so that they could receive a briefing that revealed intelligence sources and methods.","foreign-policy,message-machine-2012,military,terrorism",special-operations-opsec-education-fund,,,none,0,2,a Web video
7339,false,One-third of the gasoline is purchased by out-of-state people in Virginia,"state-budget,taxes,transportation",richard-saslaw,State Senate Minority Leader,Virginia,democrat,0,6,an interview
1524,false,"Challenger Tim Tuggey is a lobbyist who donated over $41,000 to Democrats who support abortion and same-sex marriage.","abortion,education,elections,gays-and-lesbians",ken-mercer,Software engineer,Texas,republican,0,1,an advertisement
10146,false,Suicide comes from federal government largesse saying you are not worth anything but you are going to get something for nothing.,"diversity,public-health",don-young,U.S. House of Representatives,Alaska,republican,0,1,a speech in Alaska
4285,false,"President Obama and Democrats spending addiction has driven our national debt to historic proportions, maxed out our national credit card and has now led to the Democrat Downgrade of our countrys AAA credit rating.",federal-budget,kevin-dewine,Chairman of the Ohio Republican Party,Ohio,republican,1,1,a news release
13151,false,Say photographs of Hillary Clinton at the debate show what could be an earpiece.,candidates-biography,blog-posting,,,none,5,70,Internet posts
1459,false,"""The money supply has doubled in the last year.""",economy,ron-paul,U.S. representative,Texas,republican,8,16,an article on his Web site RonPaul.com
5120,false,One year today since #GOP took control of the House and no new jobs.,"bipartisanship,jobs",frank-pallone-jr,Congressman,New Jersey,democrat,0,1,a tweet
7020,false,"Says Maggie Hassan pays zero property taxes on her $500,000 home.",taxes,republican-governors-association,,"Washington, D.C.",republican,4,8,Republican Governor's Association says NH candidate for governor Maggie Hassan pays no taxes
5328,true,"91 percent of Latinos support the DREAM Act, which allows undocumented youth to attend college, but Marco Rubio opposes it.","education,immigration,message-machine-2012",presente,,,none,0,1,a television ad
10043,false,"According to a government supplier of emergency products, the Disaster Assistance Response Team was told to be prepared to be activated in the month of October for an outbreak of Ebola.","ebola,government-efficiency,public-safety",morgan-brittany,,,republican,0,1,an article on the WND website
4008,false,The American people dont want us to raise taxes.,"polls,taxes",john-boehner,Speaker of the House of Representatives,Ohio,republican,4,37,a press conference
6987,false,"Says Mitt Romney was clear that he would not provide government assistance to the U.S. auto companies, even if they went through bankruptcy.","debates,jobs",barack-obama,President,Illinois,democrat,163,150,the final debate
6024,false,Ted Cruz helps run two national organizations that have been leading the push to give amnesty to illegal immigrants.,immigration,david-dewhurst,Lieutenant governor,Texas,republican,5,21,a radio ad.
12376,false,Says Ted Strickland admits his record on jobs and taxes is mixed and spotty.,"job-accomplishments,state-finances,voting-record",fighting-ohio-pac,,Ohio,republican,0,1,Fighting for Ohio PAC ad
4349,true,"The Central Falls fire department is one of the lowest, if not the lowest, paid fire departments in the state and entire region.","city-budget,labor,unions",joseph-andriole,"vice president, Rhode Island State Association of Firefighters",Rhode Island,labor-leader,1,0,a TV story
1378,false,Says approximately 70 percent of jobs created in the United States in November 2007-2008 were in Texas.,"economy,elections,job-accomplishments,workers",rick-perry,Governor,Texas,republican,23,78,a press release
4291,true,"One in four Texans lacks health insurance, the highest proportion in the nation.","health-care,pundits",paul-krugman,New York Times columnist,,none,4,2,"a column in the ""New York Times"""
9853,false,"If black America were a country, itd be the 15th wealthiest nation in the world.","corrections-and-updates,economy,poverty",larry-elder,Radio talk show host,,talk-show-host,0,4,comments on CNN
11221,true,"The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout.",elections,bruce-elfant,"Constable, Travis County, Precinct 5",Texas,democrat,1,0,"an interview with Dick Ellis, KOKE FM, Austin"
6023,true,The last three days of early voting happen to be the most populated days of voting that we have in early voting.,elections,ron-gerberry,State representative,Ohio,democrat,1,0,a news conference
5487,true,Rhode Island is the only state where officers at state-supported [colleges] carry out their duties unarmed.,"education,guns,public-safety,states",glenford-shibley,Retired,Rhode Island,republican,1,0,a news release
5841,false,"Over the history of Austin, its always gotten more expensive.","economy,history",mike-martinez,"Member, Austin City Council",Texas,democrat,1,2,"an interview with Austin's KUT, 90.5 FM."
11754,false,"California Senator, Democratic Senator Dianne Feinstein said if she could say to Mr. America and Mrs. America, Give me your guns, Im rounding em up, she would.",guns,ted-cruz,Senator,Texas,republican,19,77,a TV interview
1429,true,"""For the first time in history, my administration posts our White House visitors online.""","ethics,legal-issues,transparency",barack-obama,President,Illinois,democrat,163,150,a State of the Union speech
1792,true,"Says that when he first ran for office in the late 1980s, there were still folks who didnt have phone service. Soon Id helped ensure that everyone in North Florida could access a dial tone.","elections,message-machine",allen-boyd,,Florida,democrat,1,1,a TV ad
9116,true,Manufacturing wages today in America on a per-hour basis are actually a bit lower than average wages in the economy as a whole.,"economy,jobs,poverty",steven-rattner,,,democrat,2,0,"comments on ABC's ""This Week"""
3701,true,"House Republican plan would increase costs for Oregon seniors by $6,000 with health care vouchers instead of Medicare","federal-budget,medicare",david-wu,U.S. representative,Oregon,democrat,1,0,a press release
12821,true,We put a lid on Irans nuclear program without firing a single shot.,"foreign-policy,nuclear",hillary-clinton,Presidential candidate,New York,democrat,76,76,her acceptance speech at the Democratic convention
8892,true,Six of Georgias counties have no lawyers at all.,legal-issues,hugh-thompson,"Chief Justice, Supreme Court of Georgia",Georgia,none,0,0,State of the Judiciary address
3020,false,The Democratic majority led the 111th Congress to spend more money in two years than the first 100 congresses before them combined.,"federal-budget,history",kevin-mccarthy,U.S. Representative and House Majority Whip,California,republican,0,2,"a statement published in the ""Bakersfield Californian"""
2213,true,Ive even cut my own salary -- twice.,"government-efficiency,job-accomplishments,message-machine,state-budget",kevin-boyce,Ohio treasurer,Ohio,democrat,0,1,a campaign video
7454,true,Property taxes had increased 70 percent in the previous 10 years.,"state-budget,state-finances,taxes",chris-christie,Governor of New Jersey,New Jersey,republican,19,35,a budget speech to the state Legislature
